order_date,region,state_province,city,category,sub_category,product_name,sales,quantity,discount,profit,year,month,month_name,sales_per_unit,profit_margin,outliers_sales,outliers_profit
2023-07-09,West,California,Los Angeles,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,0.2,14.142599999999996,2023,7,July,6.984000000000001,0.33749999999999986,False,False
2023-07-09,West,California,Los Angeles,Office Supplies,Labels,Avery 49,2.88,1,0.0,1.4112,2023,7,July,2.88,0.49000000000000005,False,False
2023-07-09,Central,Texas,Dallas,Office Supplies,Paper,Xerox 1895,14.352000000000002,3,0.2,4.484999999999999,2023,7,July,4.784000000000001,0.3124999999999999,False,False
2023-07-09,West,California,San Francisco,Office Supplies,Paper,Xerox 1967,32.400000000000006,5,0.0,15.552,2023,7,July,6.480000000000001,0.4799999999999999,False,False
2023-07-09,Central,Texas,Dallas,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368000000000002,2,0.2,3.6288,2023,7,July,5.184000000000001,0.3499999999999999,False,False
2023-07-09,West,California,Los Angeles,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,4,0.0,4.066399999999998,2023,7,July,5.98,0.1699999999999999,False,False
2023-07-11,East,New Jersey,Hackensack,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735,2023,7,July,284.98,0.25,True,True
2023-07-11,East,New Jersey,Hackensack,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0.0,52.1262,2023,7,July,13.79,0.42,False,False
2023-07-11,East,New York,New York City,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5,0.2,6.398,2023,7,July,3.656,0.35,False,False
2023-07-11,East,New Jersey,Hackensack,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.056,2023,7,July,2.88,0.49,False,False
2023-07-11,East,New Jersey,Hackensack,Office Supplies,Paper,Easy-staple paper,177.2,5,0.0,83.28399999999999,2023,7,July,35.44,0.47,False,True
2023-07-11,Central,Texas,El Paso,Office Supplies,Paper,Xerox 200,10.368000000000002,2,0.2,3.6288,2023,7,July,5.184000000000001,0.3499999999999999,False,False
2023-07-11,East,New York,New York City,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,2023,7,July,12.28,0.47000000000000003,False,False
2023-07-11,Central,Texas,El Paso,Technology,Phones,Polycom VVX 310 VoIP phone,575.9680000000001,4,0.2,43.19760000000002,2023,7,July,143.99200000000002,0.07500000000000002,True,False
2023-07-11,East,New Jersey,Hackensack,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.41129999999999,2023,7,July,65.99,0.2899999999999999,False,False
2023-07-11,East,New York,Niagara Falls,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,164.85000000000002,3,0.0,47.80649999999999,2023,7,July,54.95000000000001,0.2899999999999999,False,False
2023-07-12,West,Washington,Seattle,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4,0.2,13.85279999999998,2023,7,July,30.784,0.11249999999999985,False,False
2023-07-12,Central,Texas,League City,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358,3,0.3,-14.638799999999948,2023,7,July,170.78599999999997,-0.028571428571428473,True,False
2023-07-12,West,California,San Francisco,Furniture,Tables,Hon 5100 Series Wood Tables,698.3520000000001,3,0.2,-17.458800000000053,2023,7,July,232.78400000000002,-0.025000000000000074,True,False
2023-07-12,Central,Texas,League City,Office Supplies,Art,Fluorescent Highlighters by Dixon,22.288,7,0.2,3.900399999999999,2023,7,July,3.184,0.17499999999999996,False,False
2023-07-12,West,Washington,Seattle,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,11.264,4,0.2,3.801599999999999,2023,7,July,2.816,0.33749999999999997,False,False
2023-07-12,West,California,San Francisco,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712000000000001,2,0.2,2.7956000000000003,2023,7,July,3.8560000000000003,0.3625,False,False
2023-07-12,Central,Texas,League City,Office Supplies,Fasteners,Stockwell Push Pins,3.4880000000000004,2,0.2,0.5668,2023,7,July,1.7440000000000002,0.16249999999999998,False,False
2023-07-12,Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1949,35.856,9,0.2,12.997800000000003,2023,7,July,3.984,0.3625000000000001,False,False
2023-07-12,Central,Texas,League City,Office Supplies,Paper,Xerox 195,16.032,3,0.2,5.611199999999999,2023,7,July,5.344,0.35,False,False
2023-07-12,West,California,Los Angeles,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.95499999999998,2023,7,July,27.75,0.1799999999999999,False,False
2023-07-12,Central,Illinois,Chicago,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",23.840000000000003,4,0.2,3.2779999999999987,2023,7,July,5.960000000000001,0.13749999999999993,False,False
2023-07-12,West,California,Los Angeles,Technology,Phones,GE DSL Phone Line Filter,255.93600000000004,8,0.2,28.79279999999997,2023,7,July,31.992000000000004,0.11249999999999988,False,False
2023-07-13,West,California,Los Angeles,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,0.2,4.390199999999979,2023,7,July,117.072,0.01249999999999994,False,False
2023-07-14,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2,0.2,1.1993999999999998,2023,7,July,15.992,0.03749999999999999,False,False
2023-07-14,East,Delaware,Newark,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,39.48,1,0.0,11.0544,2023,7,July,39.48,0.28,False,False
2023-07-14,East,Pennsylvania,Philadelphia,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",41.584,2,0.2,4.678199999999997,2023,7,July,20.792,0.11249999999999992,False,False
2023-07-14,East,New York,New York City,Office Supplies,Art,Newell 315,17.94,3,0.0,4.485,2023,7,July,5.98,0.25,False,False
2023-07-14,Central,Illinois,Aurora,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.93199999999999,7,0.8,-46.39460000000001,2023,7,July,4.275999999999999,-1.5500000000000007,False,True
2023-07-14,West,Arizona,Phoenix,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291,2023,7,July,11.184000000000001,0.1125,False,False
2023-07-14,Central,Illinois,Aurora,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272000000000006,4,0.2,3.827200000000001,2023,7,July,9.568000000000001,0.1,False,False
2023-07-14,East,Pennsylvania,Philadelphia,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.493999999999998,1,0.4,-2.2490000000000023,2023,7,July,13.493999999999998,-0.16666666666666685,False,False
2023-07-14,East,Pennsylvania,Philadelphia,Technology,Phones,iOttie HLCRIO102 Car Mount,23.988,2,0.4,-13.993000000000004,2023,7,July,11.994,-0.5833333333333335,False,False
2023-07-15,Central,South Dakota,Sioux Falls,Office Supplies,Fasteners,Advantus Push Pins,6.540000000000001,3,0.0,2.6814000000000004,2023,7,July,2.18,0.41000000000000003,False,False
2023-07-15,Central,South Dakota,Sioux Falls,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0.0,1.3068000000000004,2023,7,July,0.9900000000000001,0.4400000000000001,False,False
2023-07-18,West,Arizona,Tucson,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.913599999999988,2023,7,July,64.784,-0.09999999999999995,False,False
2023-07-18,East,New York,New Rochelle,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188,2023,7,July,6.952,0.32499999999999996,False,False
2023-07-19,East,Connecticut,Bristol,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.55999999999999,1,0.3,-4.032,2023,7,July,70.55999999999999,-0.057142857142857155,False,False
2023-07-19,West,Montana,Great Falls,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098,2023,7,July,3.048,0.3625,False,False
2023-07-19,East,Connecticut,Bristol,Office Supplies,Binders,Acco Hanging Data Binders,3.81,1,0.0,1.8288,2023,7,July,3.81,0.48,False,False
2023-07-19,East,Connecticut,Bristol,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,2,0.0,9.6048,2023,7,July,10.44,0.45999999999999996,False,False
2023-07-19,East,Connecticut,Bristol,Technology,Phones,Polycom VVX 310 VoIP phone,359.98,2,0.0,93.59480000000002,2023,7,July,179.99,0.26000000000000006,False,True
2023-07-20,Central,Texas,Dallas,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,-140.19599999999997,2023,7,July,490.686,-0.14285714285714282,True,True
2023-07-20,West,California,San Diego,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0.0,15.4872,2023,7,July,14.340000000000002,0.36,False,False
2023-07-20,Central,Texas,Dallas,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.228999999999996,2023,7,July,3.348,-0.8499999999999999,False,False
2023-07-20,West,California,Riverside,Office Supplies,Art,Newell 348,13.12,4,0.0,3.8047999999999984,2023,7,July,3.28,0.28999999999999987,False,False
2023-07-20,East,Ohio,Springfield,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.360000000000003,3,0.7,-21.88799999999999,2023,7,July,9.120000000000001,-0.7999999999999996,False,False
2023-07-20,West,California,San Diego,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,2023,7,July,4.352,0.36249999999999993,False,False
2023-07-20,West,California,San Francisco,Office Supplies,Binders,Clear Mylar Reinforcing Strips,89.71200000000002,6,0.2,30.277799999999992,2023,7,July,14.952000000000004,0.33749999999999986,False,False
2023-07-20,West,California,San Diego,Office Supplies,Paper,Xerox 189,104.85,1,0.0,50.328,2023,7,July,104.85,0.48000000000000004,False,False
2023-07-20,West,California,San Diego,Office Supplies,Paper,Xerox 1897,19.92,4,0.0,9.7608,2023,7,July,4.98,0.48999999999999994,False,False
2023-07-20,West,California,Riverside,Office Supplies,Paper,Xerox 1965,11.96,2,0.0,5.8604,2023,7,July,5.98,0.49,False,False
2023-07-20,West,California,San Francisco,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3,0.0,10.7301,2023,7,July,7.609999999999999,0.47000000000000003,False,False
2023-07-20,West,California,Riverside,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0.0,160.62299999999993,2023,7,July,178.47,0.2999999999999999,True,True
2023-07-20,East,Ohio,Springfield,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984,1,0.2,-5.1968000000000005,2023,7,July,25.984,-0.2,False,False
2023-07-20,Central,Texas,Dallas,Office Supplies,Storage,Letter Size Cart,342.86400000000003,3,0.2,38.57219999999995,2023,7,July,114.28800000000001,0.11249999999999985,False,False
2023-07-20,West,California,Riverside,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0.0,15.098399999999998,2023,7,July,20.97,0.36,False,False
2023-07-21,West,California,San Francisco,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.5680000000001,2,0.2,50.09799999999999,2023,7,July,400.78400000000005,0.06249999999999998,True,False
2023-07-21,Central,Texas,Dallas,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.98999999999997,2023,7,July,131.58599999999998,-0.14285714285714282,True,True
2023-07-21,West,California,San Francisco,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.284800000000004,2023,7,July,272.848,0.1,False,False
2023-07-21,Central,Texas,Dallas,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,4.991999999999999,3,0.8,-12.979200000000002,2023,7,July,1.6639999999999997,-2.600000000000001,False,False
2023-07-21,West,California,San Francisco,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,2023,7,July,19.84,0.26,False,False
2023-07-21,Central,Texas,Dallas,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,1.0439999999999998,1,0.8,-1.8270000000000004,2023,7,July,1.0439999999999998,-1.7500000000000007,False,False
2023-07-21,Central,Texas,Dallas,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",87.92,5,0.2,29.673000000000005,2023,7,July,17.584,0.3375000000000001,False,False
2023-07-21,Central,Nebraska,Omaha,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0.0,10.0744,2023,7,July,17.99,0.28,False,False
2023-07-22,West,California,San Francisco,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.77200000000002,2023,7,July,239.24,0.10000000000000002,True,True
2023-07-22,West,California,San Francisco,Furniture,Tables,Safco Drafting Table,170.35200000000003,3,0.2,19.16459999999998,2023,7,July,56.78400000000001,0.11249999999999985,False,False
2023-07-22,East,New York,New York City,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.0,1.6688,2023,7,July,2.98,0.28,False,False
2023-07-22,West,California,San Francisco,Office Supplies,Art,Newell 32,11.52,4,0.0,3.2256,2023,7,July,2.88,0.28,False,False
2023-07-22,West,California,Los Angeles,Office Supplies,Art,Crayola Colored Pencils,19.68,6,0.0,6.494399999999999,2023,7,July,3.28,0.32999999999999996,False,False
2023-07-22,West,California,San Francisco,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5,10,0.0,68.585,2023,7,July,23.65,0.29,False,False
2023-07-22,Central,Texas,Houston,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,1,0.2,1.331599999999999,2023,7,July,26.632,0.04999999999999996,False,False
2023-07-22,East,New York,New York City,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0.0,57.5928,2023,7,July,79.99,0.36,False,False
2023-07-23,West,Arizona,Tucson,Office Supplies,Art,Newell 324,9.24,1,0.2,0.924,2023,7,July,9.24,0.1,False,False
2023-07-23,West,Arizona,Tucson,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.160000000000002,5,0.7,-5.712,2023,7,July,1.6320000000000003,-0.6999999999999998,False,False
2023-07-23,West,California,San Francisco,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,5,0.0,11.803,2023,7,July,8.14,0.29,False,False
2023-07-23,East,New York,New York City,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.998399999999989,2023,7,July,49.99,0.07999999999999988,False,False
2023-07-23,West,Arizona,Tucson,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94000000000001,2023,7,July,47.904,-0.06250000000000001,False,False
2023-07-23,West,California,San Francisco,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.950000000000001,2023,7,July,15.0,0.11000000000000003,False,False
2023-07-23,West,Arizona,Tucson,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1887999999999,2023,7,July,127.992,0.1749999999999999,True,True
2023-07-23,West,California,San Francisco,Technology,Phones,VTech DS6151,604.752,6,0.2,60.47520000000006,2023,7,July,100.79199999999999,0.1000000000000001,True,False
2023-07-23,West,California,San Francisco,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,2023,7,July,100.79199999999999,0.125,False,False
2023-07-25,West,California,San Francisco,Furniture,Furnishings,Staple-based wall hangings,77.92,8,0.0,34.284800000000004,2023,7,July,9.74,0.44000000000000006,False,False
2023-07-25,West,California,Los Angeles,Office Supplies,Paper,Xerox 1966,6.48,1,0.0,3.1752,2023,7,July,6.48,0.48999999999999994,False,False
2023-07-25,West,California,San Francisco,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.0,15.041600000000004,2023,7,July,13.43,0.2800000000000001,False,False
2023-07-25,West,California,San Francisco,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,327.50599999999963,2023,7,July,1637.53,0.03999999999999996,True,True
2023-07-25,West,California,Los Angeles,Office Supplies,Supplies,Acme Kleen Earth Office Shears,15.52,4,0.0,4.500799999999998,2023,7,July,3.88,0.28999999999999987,False,False
2023-07-26,South,Georgia,Atlanta,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,0.0,18.3276,2023,7,July,33.94,0.27,False,False
2023-07-26,West,Nevada,North Las Vegas,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,674.3520000000001,3,0.2,-109.58220000000011,2023,7,July,224.78400000000002,-0.16250000000000014,True,True
2023-07-26,South,Georgia,Atlanta,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,3,0.0,9.2556,2023,7,July,8.57,0.36,False,False
2023-07-26,West,Nevada,North Las Vegas,Furniture,Furnishings,Tensor Computer Mounted Lamp,134.01,9,0.0,36.1827,2023,7,July,14.889999999999999,0.27,False,False
2023-07-26,Central,Texas,San Antonio,Furniture,Furnishings,DAX Clear Channel Poster Frame,17.496000000000002,3,0.6,-10.060199999999998,2023,7,July,5.832000000000001,-0.5749999999999998,False,False
2023-07-26,Central,Texas,San Antonio,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,4.835999999999999,2,0.8,-12.090000000000003,2023,7,July,2.4179999999999997,-2.500000000000001,False,False
2023-07-26,Central,Texas,San Antonio,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,16.783999999999995,4,0.8,-26.85440000000001,2023,7,July,4.195999999999999,-1.600000000000001,False,False
2023-07-26,Central,Texas,San Antonio,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.879999999999999,5,0.8,-13.32,2023,7,July,1.7759999999999998,-1.5000000000000002,False,False
2023-07-26,Central,Texas,San Antonio,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,2177.5839999999994,8,0.8,-3701.8928000000014,2023,7,July,272.1979999999999,-1.700000000000001,True,True
2023-07-26,South,Georgia,Atlanta,Office Supplies,Labels,Avery 485,162.89,13,0.0,76.55829999999999,2023,7,July,12.53,0.47,False,True
2023-07-26,Central,Illinois,Chicago,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552,3,0.2,-29.343599999999995,2023,7,July,41.184000000000005,-0.23749999999999993,False,False
2023-07-26,West,Utah,Draper,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,0.0,34.6983,2023,7,July,15.99,0.31,False,False
2023-07-26,Central,Texas,San Antonio,Technology,Accessories,Microsoft Natural Keyboard Elite,431.136,9,0.2,-26.94600000000001,2023,7,July,47.904,-0.06250000000000001,False,False
2023-07-26,West,Nevada,North Las Vegas,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,3,0.0,70.0977,2023,7,July,56.99,0.41000000000000003,False,False
2023-07-26,West,Nevada,North Las Vegas,Technology,Phones,Apple iPhone 5S,911.984,2,0.2,113.9979999999999,2023,7,July,455.992,0.12499999999999989,True,True
2023-07-27,East,New York,New York City,Office Supplies,Paper,Xerox 1956,65.78,11,0.0,32.2322,2023,7,July,5.98,0.49,False,False
2023-07-27,West,California,Los Angeles,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",276.28,2,0.0,0.0,2023,7,July,138.14,0.0,False,False
2023-07-27,West,California,San Francisco,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08000000000001,2023,7,July,119.0,0.16000000000000006,False,False
2023-07-28,South,Florida,Apopka,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,6,0.2,12.98879999999999,2023,7,July,21.648,0.09999999999999992,False,False
2023-07-28,South,Florida,Apopka,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944,7,0.2,16.5186,2023,7,July,6.992,0.33749999999999997,False,False
2023-07-28,South,Florida,Apopka,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.320000000000002,5,0.2,5.191000000000001,2023,7,July,2.8640000000000003,0.3625,False,False
2023-07-30,West,Washington,Seattle,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0.0,259.8896,2023,7,July,170.98,0.19,True,True
2023-08-01,South,North Carolina,Charlotte,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.1352,2023,8,August,11.032,0.27499999999999997,False,False
2023-08-01,South,North Carolina,Charlotte,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92000000000001,1,0.2,10.224499999999994,2023,8,August,62.92000000000001,0.16249999999999987,False,False
2023-08-01,West,California,San Francisco,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,0.2,6.9132,2023,8,August,6.584,0.35000000000000003,False,False
2023-08-01,East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.2,1.917,2023,8,August,2.84,0.3375,False,False
2023-08-01,South,North Carolina,Charlotte,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,5.921099999999998,2023,8,August,5.848,0.3374999999999999,False,False
2023-08-01,South,North Carolina,Charlotte,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364,2023,8,August,39.152,0.375,False,False
2023-08-02,Central,Missouri,Springfield,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5,0.0,12.549,2023,8,August,5.34,0.47,False,False
2023-08-02,Central,Missouri,Springfield,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0.0,226.36260000000004,2023,8,August,419.19,0.2700000000000001,True,True
2023-08-02,Central,Missouri,Springfield,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,2,0.0,9.116,2023,8,August,10.6,0.43,False,False
2023-08-03,West,Colorado,Denver,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,2023,8,August,109.375,-0.74,False,True
2023-08-03,West,Colorado,Denver,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2924999999999998,2023,8,August,2.6,0.11249999999999992,False,False
2023-08-03,East,New York,New York City,Office Supplies,Paper,Xerox 1884,39.96,2,0.0,18.7812,2023,8,August,19.98,0.47,False,False
2023-08-03,West,Arizona,Glendale,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,2023,8,August,31.008,0.36250000000000004,False,False
2023-08-03,East,New York,New York City,Office Supplies,Storage,Staple magnet,21.36,2,0.0,5.767200000000001,2023,8,August,10.68,0.27,False,False
2023-08-03,East,New York,New York City,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0.0,26.59800000000001,2023,8,August,10.23,0.2600000000000001,False,False
2023-08-04,East,Maine,Bangor,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,101.96,2,0.0,27.529200000000003,2023,8,August,50.98,0.2700000000000001,False,False
2023-08-04,West,Utah,Pleasant Grove,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0.0,305.1300000000001,2023,8,August,363.25,0.2800000000000001,True,True
2023-08-04,West,Utah,Pleasant Grove,Office Supplies,Art,Newell 329,16.4,5,0.0,4.263999999999999,2023,8,August,3.28,0.26,False,False
2023-08-04,West,Utah,Pleasant Grove,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,1,0.2,4.7792,2023,8,August,13.184,0.36250000000000004,False,False
2023-08-04,West,Utah,Pleasant Grove,Office Supplies,Paper,Xerox 1934,447.84,8,0.0,219.4416,2023,8,August,55.98,0.49,False,True
2023-08-04,East,Maine,Bangor,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,259.74,13,0.0,124.6752,2023,8,August,19.98,0.48,False,True
2023-08-04,West,Utah,Pleasant Grove,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0.0,7.944999999999993,2023,8,August,31.78,0.049999999999999954,False,False
2023-08-04,East,Maine,Bangor,Technology,Accessories,Maxell 4.7GB DVD-R,255.42,9,0.0,104.7222,2023,8,August,28.38,0.41000000000000003,False,True
2023-08-04,West,Utah,Pleasant Grove,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96,5,0.2,34.99649999999997,2023,8,August,79.99199999999999,0.08749999999999993,False,False
2023-08-05,East,Connecticut,Meriden,Furniture,Chairs,Hon GuestStacker Chair,1133.35,5,0.0,294.67100000000005,2023,8,August,226.67,0.26000000000000006,True,True
2023-08-05,West,California,Los Angeles,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14400000000006,7,0.2,21.259,2023,8,August,48.592000000000006,0.062499999999999986,False,False
2023-08-05,Central,Texas,Texas City,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,2,0.3,41.934,2023,8,August,244.615,0.0857142857142857,False,False
2023-08-05,East,Connecticut,Meriden,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.251600000000003,2023,8,August,26.49,0.28,False,False
2023-08-05,East,Connecticut,Meriden,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2,0.0,2.0064,2023,8,August,2.28,0.44000000000000006,False,False
2023-08-05,East,New York,New York City,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,0.0,7.022400000000001,2023,8,August,2.2800000000000002,0.44000000000000006,False,False
2023-08-05,West,California,San Francisco,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0.0,12.8744,2023,8,August,22.99,0.28,False,False
2023-08-05,West,California,Los Angeles,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0.0,9.8418,2023,8,August,6.98,0.4699999999999999,False,False
2023-08-05,West,California,Los Angeles,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.2608,2023,8,August,55.48,0.48000000000000004,False,False
2023-08-05,West,California,San Francisco,Office Supplies,Storage,Akro Stacking Bins,15.78,2,0.0,0.631199999999998,2023,8,August,7.89,0.039999999999999876,False,False
2023-08-05,West,California,San Francisco,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,0.0,1.6359999999999992,2023,8,August,16.36,0.09999999999999995,False,False
2023-08-05,East,New York,New York City,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1,0.0,36.71730000000001,2023,8,August,135.99,0.2700000000000001,False,False
2023-08-06,South,South Carolina,Columbia,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",62.91,3,0.0,22.6476,2023,8,August,20.97,0.36000000000000004,False,False
2023-08-06,East,New York,New York City,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0.0,83.9916,2023,8,August,99.99,0.42000000000000004,False,True
